Punkt,Lon,Lat,Data,Godzina,Rok,Miesiac,Sezon,temperature_2m,dewpoint_temperature_2m,wilgotnosc_wzgledna,u_component_of_wind_10m,v_component_of_wind_10m,predkosc_wiatru,kierunek_wiatru,surface_pressure,total_precipitation_hourly
wielichowo,16.368639,52.158861,2017-01-01,00:00,2017,1,ZIMA,273.6824645996094,269.8754119873047,75.63566980480037,3.38885498046875,0.86016845703125,3.496316326238141,194.2422002699713,101362.80859375,3.635883331298828E-6
wielichowo,16.368639,52.158861,2017-01-01,01:00,2017,1,ZIMA,273.42811584472656,269.8786926269531,77.0578302682325,3.2317047119140625,0.991912841796875,3.3805038723138754,197.06291347471836,101282.69140625,1.6165897250175476E-5
wielichowo,16.368639,52.158861,2017-01-01,02:00,2017,1,ZIMA,273.4436340332031,269.64268493652344,75.62832671191157,3.06329345703125,1.2485809326171875,3.3079784082103183,202.17552872557167,101201.50390625,5.342066287994385E-6
wielichowo,16.368639,52.158861,2017-01-01,03:00,2017,1,ZIMA,273.32496643066406,269.1065673828125,73.28124028788365,2.9442291259765625,1.48931884765625,3.299478106645482,206.83226601451761,101108.73046875,1.9352883100509644E-6
wielichowo,16.368639,52.158861,2017-01-01,04:00,2017,1,ZIMA,273.31922912597656,268.4261169433594,69.65434396850512,2.95941162109375,1.584228515625,3.356768853046651,208.16097805768743,101055.12890625,4.5821070671081543E-7
wielichowo,16.368639,52.158861,2017-01-01,05:00,2017,1,ZIMA,273.3088836669922,267.89459228515625,66.9613673864991,2.9868011474609375,1.5611419677734375,3.3701847631869524,207.59517977173627,101008.7265625,7.748603820800781E-7
wielichowo,16.368639,52.158861,2017-01-01,06:00,2017,1,ZIMA,273.2969207763672,267.48193359375,64.95306662311673,2.935882568359375,1.4868927001953125,3.290935483580702,206.86016655683952,100995.1875,4.023313522338867E-7
wielichowo,16.368639,52.158861,2017-01-01,07:00,2017,1,ZIMA,274.1194763183594,269.5908660888672,71.75113301100446,3.2467498779296875,1.8837127685546875,3.7536327156838887,210.12162696928436,100941.4375,2.086162567138672E-7
wielichowo,16.368639,52.158861,2017-01-01,08:00,2017,1,ZIMA,274.3229675292969,269.45802307128906,70.01071443652661,3.2468414306640625,2.0677642822265625,3.849367273037036,212.4911895644351,100924.18359375,1.7583370208740234E-6
wielichowo,16.368639,52.158861,2017-01-01,09:00,2017,1,ZIMA,274.6733856201172,269.356201171875,67.75505871789908,2.9504852294921875,2.0586700439453125,3.5977055798507696,214.9050030352997,100872.12109375,8.940696716308594E-7
