Data,Godzina,Rok,Miesiac,Sezon,temperature_2m,dewpoint_temperature_2m,wilgotnosc_wzgledna,u_component_of_wind_10m,v_component_of_wind_10m,predkosc_wiatru,kierunek_wiatru,surface_pressure,total_precipitation_hourly
2022-03-17,08:00,2022,3,ZIMA,279.6717987060547,276.3152770996094,79.13596807212747,-2.7105865478515625,1.8972759246826172,3.308615324841214,325.009890173708,102499.33984375,0.0
2022-03-17,09:00,2022,3,ZIMA,281.942626953125,276.8638153076172,70.4617053052268,-2.7044219970703125,2.4495277404785156,3.648847008249532,317.8313189580629,102489.015625,0.0
2022-03-17,10:00,2022,3,ZIMA,283.9203643798828,277.05934143066406,62.56912998199834,-2.7390899658203125,2.9551782608032227,4.029353843233612,312.82676039187135,102496.16015625,0.0
2022-03-17,11:00,2022,3,ZIMA,285.3100128173828,276.8536682128906,56.2559576292605,-2.7960205078125,3.5685386657714844,4.533453307271864,308.07940036680196,102495.9453125,0.0
2022-03-17,12:00,2022,3,ZIMA,286.0391540527344,276.2658386230469,51.451190499600784,-2.8841400146484375,3.9656105041503906,4.903501839983768,306.0279370473545,102489.12890625,7.450580596923828E-9
2022-03-17,13:00,2022,3,ZIMA,286.1968078613281,275.5448913574219,48.38611067504166,-2.7767486572265625,3.9317378997802734,4.813407942194191,305.2312489099229,102457.4921875,4.2021281387860654E-7
2022-03-17,14:00,2022,3,ZIMA,286.0437774658203,274.9296569824219,46.77527668453444,-2.509979248046875,3.6642093658447266,4.441444146037432,304.4110990296319,102449.953125,-3.498541900626151E-9
2022-03-17,15:00,2022,3,ZIMA,285.5014953613281,275.05589294433594,48.906506526081465,-2.220947265625,2.7678890228271484,3.5487767469050784,308.74347091262325,102469.04296875,7.01032831784687E-9
2022-03-17,16:00,2022,3,ZIMA,284.37646484375,274.8188171386719,51.78913253522835,-2.4012298583984375,2.3506526947021484,3.360278697366433,315.609810651958,102515.734375,3.552145244611893E-9
2022-03-17,17:00,2022,3,ZIMA,283.05621337890625,273.96034240722656,53.16958688273357,-2.4756622314453125,2.222503662109375,3.326924407361004,318.08437457182436,102558.83203125,5.674905878549907E-9
2022-03-17,18:00,2022,3,ZIMA,281.9830780029297,273.26824951171875,54.36063930221844,-2.4721832275390625,2.2324371337890625,3.3309856599579923,317.9172528454497,102659.265625,-6.778407168894773E-9
2022-03-17,19:00,2022,3,ZIMA,280.44667053222656,272.41123962402344,56.6963186622948,-2.187255859375,1.906702995300293,2.901655476905792,318.9202648340108,102738.7890625,0.0
2022-03-17,20:00,2022,3,ZIMA,280.01885986328125,271.93890380859375,56.40014441897382,-2.383056640625,2.116729736328125,3.1873976421341976,318.3871889715377,102771.69921875,0.0
2022-03-17,21:00,2022,3,ZIMA,279.5734405517578,271.5614013671875,56.564533527094966,-2.211334228515625,2.221893310546875,3.134774147152829,314.8635329031592,102828.44140625,0.0
2022-03-17,22:00,2022,3,ZIMA,279.02320861816406,271.2944030761719,57.610216476792175,-1.90069580078125,2.0680313110351562,2.8088072255904755,312.5856382210703,102864.9609375,0.0
2022-03-17,23:00,2022,3,ZIMA,278.22027587890625,271.0398254394531,59.77725963146935,-1.823944091796875,1.8223581314086914,2.5783252721703103,315.0249208171526,102905.16796875,0.0
2022-03-18,00:00,2022,3,ZIMA,277.56561279296875,270.80137634277344,61.478468801577755,-1.8843536376953125,1.5337677001953125,2.429656763836813,320.85616934584067,102943.125,0.0
