Data,Rok,Miesiac,Sezon,Lon,Lat,odleglosc_m,SO2_column_number_density
2019-02-25,2019,2,ZIMA,21.914401356095727,49.88466624217074,22556.027506544327,0.0011341525250435987
2019-02-25,2019,2,ZIMA,21.788637216318993,49.94754831205911,23352.814714638127,0.0014424304452545673
2019-02-25,2019,2,ZIMA,21.85151928620736,49.94754831205911,19774.038306735,5.998197599177282E-4
2019-02-25,2019,2,ZIMA,21.914401356095727,49.94754831205911,16652.669511835717,0.0014882715598183568
2019-02-25,2019,2,ZIMA,21.72575514643063,50.01043038194747,24619.269873816847,0.0018416621222362068
2019-02-25,2019,2,ZIMA,21.788637216318993,50.01043038194747,20282.529674120953,0.002446039307384814
2019-02-25,2019,2,ZIMA,21.85151928620736,50.01043038194747,16038.722376706546,0.001635940745247087
2019-02-25,2019,2,ZIMA,21.914401356095727,50.01043038194747,11986.96726926925,0.002739411432419291
2019-02-25,2019,2,ZIMA,21.977283425984094,50.01043038194747,8409.602981454249,0.004009286407381235
2019-02-25,2019,2,ZIMA,22.04016549587246,50.01043038194747,6192.155307827581,0.0040092863862293245
2019-02-25,2019,2,ZIMA,21.72575514643063,50.07331245183585,23868.864075522153,0.0012802505973014443
2019-02-25,2019,2,ZIMA,21.788637216318993,50.07331245183585,19371.356578087554,0.0024700095049664597
2019-02-25,2019,2,ZIMA,21.85151928620736,50.07331245183585,14876.501180560255,9.824294829740969E-4
2019-02-25,2019,2,ZIMA,21.914401356095727,50.07331245183585,10387.746454206495,8.388760884447126E-4
2019-02-25,2019,2,ZIMA,21.977283425984094,50.07331245183585,5918.995111805378,0.0017743096918425012
2019-02-25,2019,2,ZIMA,21.788637216318993,50.13619452172421,20903.641474526703,0.001553779538158335
2019-02-25,2019,2,ZIMA,21.85151928620736,50.13619452172421,16829.273991397473,-3.805646408518699E-5
2019-02-25,2019,2,ZIMA,21.977283425984094,50.13619452172421,9858.628188798455,-5.765890329244979E-4
2019-02-25,2019,2,ZIMA,22.04016549587246,50.13619452172421,8055.961741710387,7.628192747585029E-4
2019-02-25,2019,2,ZIMA,22.103047565760825,50.13619452172421,8549.00999578259,6.702714017592485E-4
2019-02-25,2019,2,ZIMA,21.788637216318993,50.19907659161257,24423.81877287451,0.003334940876811735
2019-02-25,2019,2,ZIMA,21.85151928620736,50.19907659161257,21047.252411642203,0.0010901263612596664
2019-02-25,2019,2,ZIMA,21.914401356095727,50.19907659161257,18162.568557558177,9.879415163293415E-4
2019-02-25,2019,2,ZIMA,21.977283425984094,50.19907659161257,16037.429633722879,-6.033635578325577E-4
2019-02-25,2019,2,ZIMA,22.04016549587246,50.19907659161257,14998.249887168611,0.002477670037082217
2019-02-25,2019,2,ZIMA,22.103047565760825,50.19907659161257,15268.392687073703,0.0018570040424379564
2019-02-25,2019,2,ZIMA,21.914401356095727,50.26195866150094,24241.32083395695,0.0011102363496744154
2019-02-25,2019,2,ZIMA,21.977283425984094,50.26195866150094,22694.87661533874,3.917832876566221E-5
2019-02-25,2019,2,ZIMA,22.04016549587246,50.26195866150094,21973.805834226696,8.60946697866502E-5
2019-02-25,2019,2,ZIMA,22.103047565760825,50.26195866150094,22158.829394838718,1.287101914810656E-4
2019-02-25,2019,2,ZIMA,22.165929635649192,50.26195866150094,23228.305514587388,2.90736730263354E-4
2019-02-26,2019,2,ZIMA,21.914401356095727,49.88466624217074,22556.027506544327,0.0015682687825314817
2019-02-26,2019,2,ZIMA,21.977283425984094,49.88466624217074,20871.473429310274,0.0017176261204006134
2019-02-26,2019,2,ZIMA,22.04016549587246,49.88466624217074,20078.730243495665,2.900191758943491E-4
2019-02-26,2019,2,ZIMA,22.103047565760825,49.88466624217074,20282.635562013485,2.900191760509499E-4
2019-02-26,2019,2,ZIMA,22.165929635649192,49.88466624217074,21454.792480233817,0.0024427078341853134
