Data,Rok,Miesiac,Sezon,Lon,Lat,odleglosc_m,CO_column_number_density
2018-07-05,2018,7,LATO,16.03485287698257,52.2113028280403,13417.907160246199,0.032134223729372025
2018-07-05,2018,7,LATO,16.09773494687093,52.2113028280403,11342.305580127464,0.03127308934926987
2018-07-05,2018,7,LATO,16.160617016759318,52.2113028280403,10682.956511707265,0.03127308934926987
2018-07-05,2018,7,LATO,16.223499086647678,52.2113028280403,11682.171810522215,0.03127308934926987
2018-07-05,2018,7,LATO,16.286381156536038,52.2113028280403,13988.950917670658,0.03127308934926987
2018-07-05,2018,7,LATO,15.846206667317489,52.27418489792866,21316.905083350754,0.032134223729372025
2018-07-05,2018,7,LATO,15.909088737205849,52.27418489792866,17106.63212822431,0.032134223729372025
2018-07-05,2018,7,LATO,15.971970807094209,52.27418489792866,12949.173410822128,0.032134223729372025
2018-07-05,2018,7,LATO,16.03485287698257,52.27418489792866,8918.700995368465,0.032134223729372025
2018-07-05,2018,7,LATO,16.09773494687093,52.27418489792866,5312.565247050583,0.03127308934926987
2018-07-05,2018,7,LATO,16.160617016759318,52.27418489792866,3704.2536105347485,0.03127308934926987
2018-07-05,2018,7,LATO,16.223499086647678,52.27418489792866,6003.129422557247,0.03127308934926987
2018-07-05,2018,7,LATO,16.286381156536038,52.27418489792866,9755.596526073467,0.03127308934926987
2018-07-05,2018,7,LATO,15.846206667317489,52.33706696781704,21243.84600777204,0.030771838501095772
2018-07-05,2018,7,LATO,15.909088737205849,52.33706696781704,17022.233781438368,0.030771838501095772
2018-07-05,2018,7,LATO,15.971970807094209,52.33706696781704,12844.359708260181,0.030771838501095772
2018-07-05,2018,7,LATO,16.03485287698257,52.33706696781704,8772.940773969536,0.030771838501095772
2018-07-05,2018,7,LATO,15.846206667317489,52.3999490377054,23369.046684739365,0.030771838501095772
2018-07-05,2018,7,LATO,15.909088737205849,52.3999490377054,19616.243473466697,0.030771838501095772
2018-07-05,2018,7,LATO,15.971970807094209,52.3999490377054,16130.568337577219,0.030771838501095772
2018-07-05,2018,7,LATO,16.03485287698257,52.3999490377054,13126.581219369094,0.030771838501095772
2018-07-06,2018,7,LATO,16.286381156536038,52.14842075815193,19852.58784063334,0.030085118487477303
2018-07-06,2018,7,LATO,16.349263226424398,52.14842075815193,22143.81326078771,0.030085118487477303
2018-07-07,2018,7,LATO,15.909088737205849,52.14842075815193,24334.102909476573,0.027557753026485443
2018-07-07,2018,7,LATO,16.223499086647678,52.14842075815193,18298.199567431566,0.02856813184916973
2018-07-07,2018,7,LATO,16.286381156536038,52.14842075815193,19852.58784063334,0.02856813184916973
2018-07-07,2018,7,LATO,16.349263226424398,52.14842075815193,22143.81326078771,0.028465350570742662
2018-07-07,2018,7,LATO,15.846206667317489,52.2113028280403,23567.72286327279,0.027557753026485443
2018-07-07,2018,7,LATO,15.909088737205849,52.2113028280403,19835.199598621075,0.027557753026485443
2018-07-07,2018,7,LATO,16.412145296312787,52.2113028280403,20609.12865105362,0.02728218212723732
2018-07-07,2018,7,LATO,16.475027366201147,52.2113028280403,24383.679522291903,0.02728218212723732
2018-07-07,2018,7,LATO,16.03485287698257,52.27418489792866,8918.700995368465,0.025902463123202324
2018-07-07,2018,7,LATO,16.09773494687093,52.27418489792866,5312.565247050583,0.025902463123202324
2018-07-07,2018,7,LATO,16.160617016759318,52.27418489792866,3704.2536105347485,0.027053608107615774
2018-07-07,2018,7,LATO,16.223499086647678,52.27418489792866,6003.129422557247,0.02712220698595047
2018-07-07,2018,7,LATO,16.286381156536038,52.27418489792866,9755.596526073467,0.027122206985950473
