Punkt,Lon,Lat,Data,Godzina,Rok,Miesiac,Sezon,temperature_2m,dewpoint_temperature_2m,wilgotnosc_wzgledna,u_component_of_wind_10m,v_component_of_wind_10m,predkosc_wiatru,kierunek_wiatru,surface_pressure,total_precipitation_hourly
zalesie,22.000556,50.008833,2017-01-01,00:00,2017,1,ZIMA,268.7937927246094,265.1605682373047,75.77472594613417,2.22186279296875,2.29278564453125,3.1927324163711988,225.90001378623685,99630.80859375,1.1920928955078125E-7
zalesie,22.000556,50.008833,2017-01-01,01:00,2017,1,ZIMA,268.43592834472656,264.9783020019531,76.75131746680132,2.1379547119140625,2.418670654296875,3.2281291926055897,228.52531444435797,99584.69140625,1.210719347000122E-7
zalesie,22.000556,50.008833,2017-01-01,02:00,2017,1,ZIMA,268.0764465332031,264.80870056152344,77.83122220310969,2.10528564453125,2.5210418701171875,3.2844907909679586,230.1352305537273,99530.50390625,1.210719347000122E-7
zalesie,22.000556,50.008833,2017-01-01,03:00,2017,1,ZIMA,267.78199768066406,264.6885986328125,78.84619522440673,2.1112213134765625,2.66998291015625,3.40383080881,231.66570874194286,99450.73046875,1.1920928955078125E-7
zalesie,22.000556,50.008833,2017-01-01,04:00,2017,1,ZIMA,267.69032287597656,264.6878356933594,79.39173006535992,2.10296630859375,2.811767578125,3.5111969765986286,233.20659309165544,99404.12890625,9.94652509689331E-7
zalesie,22.000556,50.008833,2017-01-01,05:00,2017,1,ZIMA,267.6526336669922,264.75201416015625,80.01783411063596,2.0883636474609375,2.9478607177734375,3.6126369227239095,234.6849603989762,99343.7265625,2.1606683731079102E-7
zalesie,22.000556,50.008833,2017-01-01,06:00,2017,1,ZIMA,267.7285614013672,264.91748046875,80.58818480163234,2.037445068359375,3.0113067626953125,3.6358150153213877,235.917784510929,99338.1875,2.384185791015625E-7
zalesie,22.000556,50.008833,2017-01-01,07:00,2017,1,ZIMA,268.0979919433594,265.4150848388672,81.44656206818746,2.2438201904296875,3.5096893310546875,4.165650999243578,237.40834033106847,99345.4375,7.003545761108398E-7
zalesie,22.000556,50.008833,2017-01-01,08:00,2017,1,ZIMA,268.5456237792969,265.74513244628906,80.77394327017325,2.0710601806640625,3.3597564697265625,3.946802985683698,238.3490060843755,99360.18359375,6.780028343200684E-7
zalesie,22.000556,50.008833,2017-01-01,09:00,2017,1,ZIMA,269.2671356201172,266.047607421875,78.31666332171298,2.1457977294921875,3.5518341064453125,4.149695581076038,238.8622334904436,99306.12109375,1.2665987014770508E-7
zalesie,22.000556,50.008833,2017-01-01,10:00,2017,1,ZIMA,270.4366149902344,266.42926025390625,73.91546047706402,2.2353973388671875,3.645782470703125,4.276532600869621,238.48561826995137,99261.1484375,1.043081283569336E-7
zalesie,22.000556,50.008833,2017-01-01,11:00,2017,1,ZIMA,271.07301330566406,266.75701904296875,72.30930257036651,2.162445068359375,3.5563201904296875,4.16216073338472,238.6980180384149,99175.359375,1.043081283569336E-7
zalesie,22.000556,50.008833,2017-01-01,12:00,2017,1,ZIMA,271.25840759277344,266.9979248046875,72.65295655253287,2.059356689453125,3.459716796875,4.0262377337875055,239.23726269544295,99111.11328125,1.1175870895385742E-7
zalesie,22.000556,50.008833,2017-01-01,13:00,2017,1,ZIMA,271.0264434814453,267.1483459472656,74.75920171723321,1.831756591796875,3.221649169921875,3.7059891507733274,240.37842258408745,99080.53515625,0.0
zalesie,22.000556,50.008833,2017-01-01,14:00,2017,1,ZIMA,270.2187042236328,266.88450622558594,77.78506793630058,1.9432373046875,3.50848388671875,4.010689517488763,241.01933005049972,99042.54296875,0.0
zalesie,22.000556,50.008833,2017-01-01,15:00,2017,1,ZIMA,269.1459197998047,266.46376037597656,81.59843371857276,1.884185791015625,3.658355712890625,4.115060463359518,242.7498912189119,99037.46875,1.0728825827754918E-7
zalesie,22.000556,50.008833,2017-01-01,16:00,2017,1,ZIMA,268.7010955810547,266.2057647705078,82.71619968692812,1.8950347900390625,3.8338165283203125,4.2765998209185305,243.69706166166327,99007.32421875,1.043081283569336E-7
zalesie,22.000556,50.008833,2017-01-01,17:00,2017,1,ZIMA,268.5018768310547,266.0603332519531,83.03282162690662,1.9195556640625,3.910043716430664,4.355816319799693,243.85221818165073,98988.38671875,9.834766387939453E-7
zalesie,22.000556,50.008833,2017-01-01,18:00,2017,1,ZIMA,268.44232177734375,266.02821350097656,83.20057952055485,1.956146240234375,3.9842262268066406,4.4385320478235775,243.85022283312088,98980.37109375,9.685754776000977E-7
zalesie,22.000556,50.008833,2017-01-01,19:00,2017,1,ZIMA,268.19187927246094,265.25537109375,79.87672780500436,2.14453125,4.354351043701172,4.853801324117835,243.7796122763584,98948.1953125,4.5001513626630185E-7
zalesie,22.000556,50.008833,2017-01-01,20:00,2017,1,ZIMA,268.08155822753906,265.18821716308594,80.12769544609786,2.2608184814453125,4.424962997436523,4.969064070298058,242.93643403411448,98931.8984375,1.1920928955078125E-7
zalesie,22.000556,50.008833,2017-01-01,21:00,2017,1,ZIMA,268.05809020996094,265.1754455566406,80.19064290318056,2.3528900146484375,4.364195823669434,4.958053711726613,241.6693463810904,98890.18359375,1.7896860526889213E-7
zalesie,22.000556,50.008833,2017-01-01,22:00,2017,1,ZIMA,267.9631042480469,265.1676025390625,80.7201242611421,2.3628387451171875,4.230073928833008,4.845258752514636,240.81310601319558,98858.296875,1.0728836059570312E-6
zalesie,22.000556,50.008833,2017-01-01,23:00,2017,1,ZIMA,267.89430236816406,265.18678283691406,81.26258752039716,2.29290771484375,4.131555557250977,4.725164241742441,240.97084512024554,98828.7265625,1.1026859283447266E-6
zalesie,22.000556,50.008833,2017-01-02,00:00,2017,1,ZIMA,267.76141357421875,265.19337463378906,82.12725879429989,2.193817138671875,4.103819847106934,4.6534042351206955,241.8719624640865,98769.0703125,3.4270459536855924E-7
zalesie,22.000556,50.008833,2017-01-02,01:00,2017,1,ZIMA,267.7196960449219,265.23846435546875,82.67596018531242,2.1227264404296875,4.1073455810546875,4.623446253943995,242.6695260680841,98748.15625,5.103647708892822E-7
zalesie,22.000556,50.008833,2017-01-02,02:00,2017,1,ZIMA,267.6761169433594,265.25563049316406,83.06021664951608,2.1388397216796875,4.07403564453125,4.601347822969483,242.3008468235593,98683.09765625,2.942979335784912E-7
