Data,Rok,Miesiac,Sezon,Lon,Lat,odleglosc_m,tropospheric_NO2_column_number_density
2020-03-27,2020,3,ZIMA,21.774630114321184,50.13269274622476,21246.372672931826,2.1589790502453785E-5
2020-03-27,2020,3,ZIMA,21.837512184209558,50.13269274622476,18056.892278567353,2.7766906788000663E-5
2020-03-27,2020,3,ZIMA,21.900394254097918,50.13269274622476,15531.441207140908,2.4937849731940985E-5
2020-03-27,2020,3,ZIMA,21.963276323986292,50.13269274622476,14033.218837683102,2.958908492455531E-5
2020-03-27,2020,3,ZIMA,22.026158393874653,50.13269274622476,13898.48542635933,3.370465089319304E-5
2020-03-27,2020,3,ZIMA,22.089040463763013,50.13269274622476,15163.62891260256,3.340548318579423E-5
2020-03-27,2020,3,ZIMA,22.151922533651387,50.13269274622476,17528.109403433562,3.356979207372142E-5
2020-03-27,2020,3,ZIMA,22.214804603539747,50.13269274622476,20617.10213909845,2.397278490084116E-5
2020-03-27,2020,3,ZIMA,22.27768667342812,50.13269274622476,24154.22162893341,2.4081777939638603E-5
2020-03-27,2020,3,ZIMA,21.837512184209558,50.19557481611312,23822.819970819757,3.067256161813642E-5
2020-03-27,2020,3,ZIMA,21.900394254097918,50.19557481611312,21972.99096452524,2.996622808451416E-5
2020-03-27,2020,3,ZIMA,21.963276323986292,50.19557481611312,20942.2054179277,2.7989263833435238E-5
2020-03-27,2020,3,ZIMA,22.026158393874653,50.19557481611312,20852.279615275074,2.8137497064521794E-5
2020-03-27,2020,3,ZIMA,22.089040463763013,50.19557481611312,21714.90532484473,2.7019375157393944E-5
2020-03-27,2020,3,ZIMA,22.151922533651387,50.19557481611312,23425.086934785755,2.709782326096146E-5
2020-03-28,2020,3,ZIMA,21.841013959709002,49.818282396782934,24093.96394328256,1.4536712114932016E-5
2020-03-28,2020,3,ZIMA,21.903896029597377,49.818282396782934,22302.70828597037,1.4536712114932016E-5
2020-03-28,2020,3,ZIMA,21.966778099485737,49.818282396782934,21333.04120957472,1.8480061044101603E-5
2020-03-28,2020,3,ZIMA,22.02966016937411,49.818282396782934,21297.47772862898,1.8480061044101603E-5
2020-03-28,2020,3,ZIMA,22.09254223926247,49.818282396782934,22200.507283164745,1.3912026588513982E-5
2020-03-28,2020,3,ZIMA,22.15542430915083,49.818282396782934,23936.136572859174,1.3912026588513982E-5
2020-03-28,2020,3,ZIMA,22.09254223926247,50.006928606448014,6597.329182767909,2.8866330467280932E-5
2020-03-28,2020,3,ZIMA,22.15542430915083,50.006928606448014,11103.575913603969,2.8866330467280932E-5
2020-03-28,2020,3,ZIMA,22.281188448927566,50.006928606448014,20117.918775441954,2.049058428112289E-5
2020-03-28,2020,3,ZIMA,22.34407051881594,50.006928606448014,24625.333884834108,1.8071131759518708E-5
2020-03-28,2020,3,ZIMA,22.09254223926247,50.069810676336374,9456.564464390605,2.8368779699612976E-5
2020-03-28,2020,3,ZIMA,22.15542430915083,50.069810676336374,13003.348527937205,2.8866330467280932E-5
2020-03-28,2020,3,ZIMA,22.218306379039205,50.069810676336374,17009.75883613734,1.789662120062103E-5
2020-03-28,2020,3,ZIMA,22.281188448927566,50.069810676336374,21216.997169183636,1.841029239679073E-5
2020-03-28,2020,3,ZIMA,21.966778099485737,50.13269274622476,13987.707418418084,1.4309813885746151E-5
2020-03-28,2020,3,ZIMA,22.02966016937411,50.13269274622476,13933.76176937913,6.747278908171913E-6
2020-03-28,2020,3,ZIMA,22.09254223926247,50.13269274622476,15270.054350175193,1.3272305912901048E-5
2020-03-28,2020,3,ZIMA,22.15542430915083,50.13269274622476,17684.191907799253,1.7549597165475388E-5
2020-03-28,2020,3,ZIMA,22.218306379039205,50.13269274622476,20804.27913398128,2.3705280876133564E-5
2020-03-28,2020,3,ZIMA,22.281188448927566,50.13269274622476,24360.55524184278,1.8853066708336365E-5
2020-03-28,2020,3,ZIMA,21.966778099485737,50.19557481611312,20911.775790831227,2.258114363939967E-5
2020-03-28,2020,3,ZIMA,22.02966016937411,50.19557481611312,20875.777796411803,1.848254865985473E-5
2020-03-28,2020,3,ZIMA,22.09254223926247,50.19557481611312,21789.258456515076,1.1009081572679847E-5
2020-03-28,2020,3,ZIMA,22.15542430915083,50.19557481611312,23541.95216586649,2.682892194821152E-5
2020-03-28,2020,3,ZIMA,21.837512184209558,49.818282396782934,24214.591036156206,2.8574771392716147E-5
2020-03-28,2020,3,ZIMA,21.900394254097918,49.818282396782934,22382.27556068146,2.6146796838079214E-5
2020-03-28,2020,3,ZIMA,21.963276323986292,49.818282396782934,21363.105043107746,2.616014397186353E-5
2020-03-28,2020,3,ZIMA,22.026158393874653,49.818282396782934,21274.26422871728,2.014306191188593E-5
2020-03-28,2020,3,ZIMA,22.089040463763013,49.818282396782934,22126.96166858076,1.4684061965985888E-5
2020-03-28,2020,3,ZIMA,22.151922533651387,49.818282396782934,23820.299862201966,1.5053911604266965E-5
2020-03-28,2020,3,ZIMA,21.774630114321184,49.881164466671294,21555.07661448527,2.9682899537768568E-5
2020-03-28,2020,3,ZIMA,21.837512184209558,49.881164466671294,18401.31630646114,2.599398465280009E-5
2020-03-28,2020,3,ZIMA,21.900394254097918,49.881164466671294,15916.624234514731,1.62806703852336E-5
2020-03-28,2020,3,ZIMA,21.963276323986292,49.881164466671294,14450.354161565778,2.5685821269320022E-5
2020-03-28,2020,3,ZIMA,22.026158393874653,49.881164466671294,14318.858578198648,2.448677896752943E-5
2020-03-28,2020,3,ZIMA,22.089040463763013,49.881164466671294,15556.022357112359,1.1172902952895016E-5
2020-03-28,2020,3,ZIMA,22.151922533651387,49.881164466671294,17879.967837567194,1.8773077812545085E-5
2020-03-28,2020,3,ZIMA,22.214804603539747,49.881164466671294,20931.795001265084,1.4279636233054742E-5
2020-03-28,2020,3,ZIMA,22.27768667342812,49.881164466671294,24440.338567694173,1.4780673905022283E-5
2020-03-28,2020,3,ZIMA,21.711748044432824,49.944046536559654,21933.895978808567,2.4338921934590586E-5
2020-03-28,2020,3,ZIMA,21.774630114321184,49.944046536559654,17735.733653960528,3.235761222194507E-5
2020-03-28,2020,3,ZIMA,21.837512184209558,49.944046536559654,13737.065870268521,2.6980014260411336E-5
2020-03-28,2020,3,ZIMA,21.900394254097918,49.944046536559654,10175.858606636979,2.320934927435665E-5
2020-03-28,2020,3,ZIMA,21.963276323986292,49.944046536559654,7686.330785414542,1.2776000180413858E-5
2020-03-28,2020,3,ZIMA,22.026158393874653,49.944046536559654,7436.502605709485,2.001494683082444E-5
2020-03-28,2020,3,ZIMA,22.089040463763013,49.944046536559654,9602.797724890368,2.11465840372055E-5
2020-03-28,2020,3,ZIMA,22.151922533651387,49.944046536559654,13031.359678945877,2.304200220925022E-5
2020-03-28,2020,3,ZIMA,22.214804603539747,49.944046536559654,16973.78433720745,1.6899056295940422E-5
2020-03-28,2020,3,ZIMA,22.27768667342812,49.944046536559654,21144.566004050488,1.7787863128368804E-5
2020-03-28,2020,3,ZIMA,21.711748044432824,50.006928606448014,20703.937967037695,2.509091378677915E-5
2020-03-28,2020,3,ZIMA,21.774630114321184,50.006928606448014,16196.61717015402,3.5399403273607465E-5
2020-03-28,2020,3,ZIMA,21.837512184209558,50.006928606448014,11689.526096301823,3.8174953715908375E-5
2020-03-28,2020,3,ZIMA,21.900394254097918,50.006928606448014,7183.103368399237,3.3441763268322156E-5
2020-03-28,2020,3,ZIMA,21.963276323986292,50.006928606448014,2680.7328889007904,3.012962607827079E-5
2020-03-28,2020,3,ZIMA,22.026158393874653,50.006928606448014,1847.4621010221722,2.7348287028383808E-5
2020-03-28,2020,3,ZIMA,22.089040463763013,50.006928606448014,6346.443006982478,1.7482864163935478E-5
2020-03-28,2020,3,ZIMA,22.151922533651387,50.006928606448014,10852.602021993967,1.827503199781911E-5
2020-03-28,2020,3,ZIMA,22.214804603539747,50.006928606448014,15359.620986154765,1.8211748859546655E-5
2020-03-28,2020,3,ZIMA,22.27768667342812,50.006928606448014,19866.912540414894,1.2512390621374512E-5
2020-03-28,2020,3,ZIMA,22.34056874331648,50.006928606448014,24374.32316072968,2.165753100790735E-5
2020-03-28,2020,3,ZIMA,21.711748044432824,50.069810676336374,21772.738413513474,3.240609516897143E-5
2020-03-28,2020,3,ZIMA,21.774630114321184,50.069810676336374,17548.40677788464,3.80641668219211E-5
2020-03-28,2020,3,ZIMA,21.837512184209558,50.069810676336374,13506.48948190182,3.394441970002298E-5
2020-03-28,2020,3,ZIMA,21.900394254097918,50.069810676336374,9873.615512400074,3.213254462264644E-5
