Data,Rok,Miesiac,Sezon,Lon,Lat,odleglosc_m,O3_column_number_density
2019-01-01,2019,1,ZIMA,16.412145296312787,51.45321621388044,23893.4461004981,0.14368643155120706
2019-01-01,2019,1,ZIMA,16.475027366201147,51.45321621388044,23161.072799360965,0.1439962253087837
2019-01-01,2019,1,ZIMA,16.537909436089507,51.45321621388044,23238.15306351789,0.1443155202023608
2019-01-01,2019,1,ZIMA,16.600791505977867,51.45321621388044,24116.926973113994,0.14333551317800494
2019-01-01,2019,1,ZIMA,16.223499086647678,51.51609828376883,25056.31650496332,0.14404504736790796
2019-01-01,2019,1,ZIMA,16.286381156536038,51.51609828376883,21896.293029673452,0.14429510660345135
2019-01-01,2019,1,ZIMA,16.349263226424398,51.51609828376883,19210.987714320687,0.14419223206230405
2019-01-01,2019,1,ZIMA,16.412145296312787,51.51609828376883,17223.885675320733,0.14349938929080963
2019-01-01,2019,1,ZIMA,16.475027366201147,51.51609828376883,16194.077727987611,0.14415043825460158
2019-01-01,2019,1,ZIMA,16.537909436089507,51.51609828376883,16303.978006183836,0.143611113828016
2019-01-01,2019,1,ZIMA,16.600791505977867,51.51609828376883,17532.167218235336,0.14303271926809352
2019-01-01,2019,1,ZIMA,16.663673575866255,51.51609828376883,19670.277607757995,0.14401146603075662
2019-01-01,2019,1,ZIMA,16.726555645754615,51.51609828376883,22459.9319499625,0.14441932695287404
2019-01-01,2019,1,ZIMA,16.223499086647678,51.57898035365719,21237.228284476078,0.14272465300739554
2019-01-01,2019,1,ZIMA,16.286381156536038,51.57898035365719,17402.667735623072,0.1441561480082316
2019-01-01,2019,1,ZIMA,16.349263226424398,51.57898035365719,13878.731756120847,0.14420547749750456
2019-01-01,2019,1,ZIMA,16.412145296312787,51.57898035365719,10969.0026263792,0.14420969436830372
2019-01-01,2019,1,ZIMA,16.475027366201147,51.57898035365719,9271.047454431733,0.14422487293273498
2019-01-01,2019,1,ZIMA,16.537909436089507,51.57898035365719,9461.44520621526,0.14442926448212137
2019-01-01,2019,1,ZIMA,16.600791505977867,51.57898035365719,11446.349717962712,0.14403568057347282
2019-01-01,2019,1,ZIMA,16.663673575866255,51.57898035365719,14506.97728880122,0.1436872712170748
2019-01-01,2019,1,ZIMA,16.726555645754615,51.57898035365719,18105.7812705025,0.14452193854459772
2019-01-01,2019,1,ZIMA,16.789437715642975,51.57898035365719,21979.98157808236,0.14565247706745002
2019-01-01,2019,1,ZIMA,16.160617016759318,51.64186242354555,23621.135635885967,0.14502003534532706
2019-01-01,2019,1,ZIMA,16.223499086647678,51.64186242354555,19290.276294123178,0.1445209353111565
2019-01-01,2019,1,ZIMA,16.286381156536038,51.64186242354555,14971.716974944035,0.14471025299889848
2019-01-01,2019,1,ZIMA,16.349263226424398,51.64186242354555,10680.393606222951,0.14508414758015425
2019-01-01,2019,1,ZIMA,16.412145296312787,51.64186242354555,6470.729275832107,0.14552244738454032
2019-01-01,2019,1,ZIMA,16.475027366201147,51.64186242354555,2747.901529788066,0.14489547908306122
2019-01-01,2019,1,ZIMA,16.537909436089507,51.64186242354555,3333.5682616299005,0.1453441036691729
2019-01-01,2019,1,ZIMA,16.600791505977867,51.64186242354555,7249.516836422785,0.14510532876829915
2019-01-01,2019,1,ZIMA,16.663673575866255,51.64186242354555,11483.875421521794,0.14514806005712483
2019-01-01,2019,1,ZIMA,16.726555645754615,51.64186242354555,15782.405166043682,0.14590086042881012
2019-01-01,2019,1,ZIMA,16.789437715642975,51.64186242354555,20103.983713395257,0.14604970814929133
2019-01-01,2019,1,ZIMA,16.852319785531336,51.64186242354555,24436.38321449269,0.14529052845261933
2019-01-01,2019,1,ZIMA,16.160617016759318,51.70474449343391,24014.42414795373,0.14427554806561108
2019-01-01,2019,1,ZIMA,16.223499086647678,51.70474449343391,19776.41117861264,0.1446423479226082
2019-01-01,2019,1,ZIMA,16.286381156536038,51.70474449343391,15599.638950594921,0.144766530016931
2019-01-01,2019,1,ZIMA,16.349263226424398,51.70474449343391,11550.738927942259,0.14546099981850139
2019-01-01,2019,1,ZIMA,16.412145296312787,51.70474449343391,7830.647322250093,0.14542799816842916
2019-01-01,2019,1,ZIMA,16.475027366201147,51.70474449343391,5200.693820874162,0.1453747931020242
2019-01-01,2019,1,ZIMA,16.537909436089507,51.70474449343391,5532.087447528533,0.1455290542523927
2019-01-01,2019,1,ZIMA,16.600791505977867,51.70474449343391,8484.656768918201,0.14576970833199343
2019-01-01,2019,1,ZIMA,16.663673575866255,51.70474449343391,12296.483697517517,0.14575612867103704
