Punkt,Lon,Lat,Data,Godzina,Rok,Miesiac,Sezon,temperature_2m,dewpoint_temperature_2m,wilgotnosc_wzgledna,u_component_of_wind_10m,v_component_of_wind_10m,predkosc_wiatru,kierunek_wiatru,surface_pressure,total_precipitation_hourly
zuchlow,16.500556,51.660778,2017-01-01,00:00,2017,1,ZIMA,272.6687927246094,266.7894744873047,64.48816405746457,3.50408935546875,0.55059814453125,3.5470833832700714,188.92988051225836,101308.80859375,0.0
zuchlow,16.500556,51.660778,2017-01-01,01:00,2017,1,ZIMA,272.41639709472656,266.5329895019531,64.4083034828278,3.3332672119140625,0.781951904296875,3.423758035646628,193.20229950593773,101237.69140625,0.0
zuchlow,16.500556,51.660778,2017-01-01,02:00,2017,1,ZIMA,272.2756652832031,266.13877868652344,63.13373879291482,3.18438720703125,1.1216278076171875,3.3761473343330892,199.40365045901953,101164.50390625,0.0
zuchlow,16.500556,51.660778,2017-01-01,03:00,2017,1,ZIMA,272.13941955566406,265.6182861328125,61.25852404734322,3.1190338134765625,1.40533447265625,3.4210140177506094,204.25476722990996,101072.73046875,0.0
zuchlow,16.500556,51.660778,2017-01-01,04:00,2017,1,ZIMA,272.16297912597656,265.0882263183594,58.69477438421789,3.09808349609375,1.483642578125,3.43501334035166,205.58931495821793,101015.12890625,0.0
zuchlow,16.500556,51.660778,2017-01-01,05:00,2017,1,ZIMA,272.1096649169922,264.67779541015625,57.074210717834525,3.1127777099609375,1.4117279052734375,3.4179468618100817,204.39556237108357,100961.7265625,0.0
zuchlow,16.500556,51.660778,2017-01-01,06:00,2017,1,ZIMA,272.0371551513672,264.39794921875,56.13979757309649,3.077484130859375,1.3208770751953125,3.3489736970403046,203.229337986895,100947.1875,0.0
zuchlow,16.500556,51.660778,2017-01-01,07:00,2017,1,ZIMA,274.0589294433594,266.7803192138672,58.27345773144401,3.3932342529296875,1.8436737060546875,3.861757557078476,208.51692206470454,100906.4375,0.0
zuchlow,16.500556,51.660778,2017-01-01,08:00,2017,1,ZIMA,274.6159362792969,266.66505432128906,55.49682361296131,3.3269195556640625,1.8802642822265625,3.8214902199111975,209.47368954382026,100896.18359375,0.0
zuchlow,16.500556,51.660778,2017-01-01,09:00,2017,1,ZIMA,275.0151824951172,267.031982421875,55.46822387987393,3.2239227294921875,1.9532012939453125,3.7694393562446393,211.20941690147643,100842.12109375,0.0
zuchlow,16.500556,51.660778,2017-01-01,10:00,2017,1,ZIMA,275.5616149902344,268.04058837890625,57.59955460936781,2.7139129638671875,1.880157470703125,3.3015626133828135,214.71362615901654,100778.1484375,0.0
zuchlow,16.500556,51.660778,2017-01-01,11:00,2017,1,ZIMA,276.00465393066406,268.31951904296875,57.00575612006854,2.911468505859375,1.7653045654296875,3.4048420035793026,211.22960184848984,100706.359375,0.0
zuchlow,16.500556,51.660778,2017-01-01,12:00,2017,1,ZIMA,276.30918884277344,268.5994873046875,56.980786895376376,2.949981689453125,1.369873046875,3.252528882679339,204.90858253157364,100639.11328125,0.0
zuchlow,16.500556,51.660778,2017-01-01,13:00,2017,1,ZIMA,276.0791778564453,268.2655334472656,56.47499174631808,3.531951904296875,1.255828857421875,3.748571777810831,199.5734676620576,100612.53515625,0.0
zuchlow,16.500556,51.660778,2017-01-01,14:00,2017,1,ZIMA,275.1112823486328,267.80638122558594,58.43140710754231,3.3572998046875,1.25653076171875,3.5847359085015214,200.51927976007386,100573.54296875,0.0
zuchlow,16.500556,51.660778,2017-01-01,15:00,2017,1,ZIMA,273.8021697998047,267.28016662597656,61.669709767766754,3.309967041015625,1.308746337890625,3.559311561180315,201.57362330207488,100576.46875,8.52346317969932E-7
zuchlow,16.500556,51.660778,2017-01-01,16:00,2017,1,ZIMA,273.1835174560547,267.1862335205078,64.03146057558517,3.2876129150390625,1.3894805908203125,3.569181277463784,202.91092108286645,100544.32421875,0.0
zuchlow,16.500556,51.660778,2017-01-01,17:00,2017,1,ZIMA,272.9237518310547,267.2439270019531,65.5375560297384,3.3087158203125,1.430551528930664,3.6047299561148933,203.3816540300104,100528.38671875,0.0
zuchlow,16.500556,51.660778,2017-01-01,18:00,2017,1,ZIMA,273.02435302734375,267.39149475097656,65.79550029907355,3.296478271484375,1.4422340393066406,3.5981673138562305,203.62973946086308,100510.37109375,0.0
zuchlow,16.500556,51.660778,2017-01-01,19:00,2017,1,ZIMA,273.60398864746094,267.64208984375,64.30382451487155,3.34423828125,1.6658744812011719,3.7361835432557684,206.4793970404321,100466.1953125,4.351139750724542E-7
zuchlow,16.500556,51.660778,2017-01-01,20:00,2017,1,ZIMA,273.61671447753906,267.59642028808594,64.02232067863152,3.2783966064453125,1.8360958099365234,3.7575433640104006,209.25140348737236,100441.8984375,0.0
zuchlow,16.500556,51.660778,2017-01-01,21:00,2017,1,ZIMA,273.45066833496094,267.4566955566406,64.11106461649686,3.4163665771484375,1.7919301986694336,3.8577939844372726,207.6776143474021,100395.18359375,1.546709427202586E-10
zuchlow,16.500556,51.660778,2017-01-01,22:00,2017,1,ZIMA,273.1349792480469,267.3570556640625,65.09864616338568,3.7808074951171875,1.6246051788330078,4.115075613184445,203.25309694225848,100378.296875,0.0
zuchlow,16.500556,51.660778,2017-01-01,23:00,2017,1,ZIMA,272.90016174316406,267.41920471191406,66.53176951472145,4.27825927734375,1.5006961822509766,4.533827464251427,199.3294731660927,100357.7265625,0.0
zuchlow,16.500556,51.660778,2017-01-02,00:00,2017,1,ZIMA,272.75360107421875,267.55274963378906,67.93073106796524,4.779754638671875,1.4514760971069336,4.995281500213785,196.8920500228224,100307.0703125,-2.2112089936854318E-11
zuchlow,16.500556,51.660778,2017-01-02,01:00,2017,1,ZIMA,272.3290710449219,267.59783935546875,70.30584788608088,5.0323944091796875,1.2987518310546875,5.197282925549741,194.4710349385297,100269.15625,1.2479722499847412E-7
zuchlow,16.500556,51.660778,2017-01-02,02:00,2017,1,ZIMA,272.0823669433594,267.67945861816406,72.02997403188269,5.1031951904296875,1.08966064453125,5.218233558577553,192.05308796267332,100234.09765625,1.126900315284729E-6
zuchlow,16.500556,51.660778,2017-01-02,03:00,2017,1,ZIMA,272.04010009765625,268.078857421875,74.47306383580545,4.958587646484375,0.996185302734375,5.057665133759987,191.3595627953874,100203.59765625,2.4400651454925537E-6
zuchlow,16.500556,51.660778,2017-01-02,04:00,2017,1,ZIMA,272.3164520263672,268.81964111328125,77.17661253607983,4.7430877685546875,0.9426116943359375,4.835845157416845,191.24015602841249,100173.046875,1.196935772895813E-5
zuchlow,16.500556,51.660778,2017-01-02,05:00,2017,1,ZIMA,272.63568115234375,269.6510772705078,80.24646539649058,4.6584625244140625,0.8638153076171875,4.737873993369179,190.50499778475748,100146.26171875,7.652491331100464E-5
zuchlow,16.500556,51.660778,2017-01-02,06:00,2017,1,ZIMA,272.8719787597656,270.3393859863281,83.02549251330859,4.77020263671875,0.7768707275390625,4.833048864088339,189.24992857473111,100128.80078125,1.696571707725525E-4
zuchlow,16.500556,51.660778,2017-01-02,07:00,2017,1,ZIMA,272.8203887939453,270.84144592285156,86.49497995168613,4.867095947265625,0.663970947265625,4.912176745466543,187.76835629496077,100162.9375,1.131892204284668E-4
zuchlow,16.500556,51.660778,2017-01-02,08:00,2017,1,ZIMA,272.95982360839844,271.1081237792969,87.32555329822084,4.7401275634765625,0.6525421142578125,4.784832340731524,187.83826516342066,100184.15234375,1.6195327043533325E-4
