Data,Rok,Miesiac,Sezon,Lon,Lat,odleglosc_m,tropospheric_HCHO_column_number_density
2019-01-17,2019,1,ZIMA,22.63747021526106,49.629636187117825,23725.241981717474,1.600662253059107E-4
2019-01-17,2019,1,ZIMA,22.70035228514942,49.629636187117825,22030.208053788334,7.489309484792307E-5
2019-01-17,2019,1,ZIMA,22.76323435503778,49.629636187117825,21186.982612109034,2.3546179729598925E-4
2019-01-17,2019,1,ZIMA,22.82611642492617,49.629636187117825,21296.9836971372,1.9579092032528608E-4
2019-01-17,2019,1,ZIMA,22.88899849481453,49.629636187117825,22346.13899148204,-7.581020555366129E-5
2019-01-17,2019,1,ZIMA,22.95188056470289,49.629636187117825,24212.67376305173,1.0569715658524051E-5
2019-01-17,2019,1,ZIMA,22.511706075484312,49.692518257006185,24380.44159886277,-3.269257038294251E-5
2019-01-17,2019,1,ZIMA,22.5745881453727,49.692518257006185,20852.434177790594,-3.8579099666044926E-5
2019-01-17,2019,1,ZIMA,22.63747021526106,49.692518257006185,17784.949306814375,-7.608884340489386E-5
2019-01-17,2019,1,ZIMA,22.70035228514942,49.692518257006185,15454.682860452718,1.5534184377940852E-4
2019-01-17,2019,1,ZIMA,22.76323435503778,49.692518257006185,14228.57446548418,2.095177410526217E-5
2019-01-17,2019,1,ZIMA,22.82611642492617,49.692518257006185,14391.650059344433,2.7535439585335553E-5
2019-01-17,2019,1,ZIMA,22.88899849481453,49.692518257006185,15901.22733988901,2.8509320691227913E-4
2019-01-17,2019,1,ZIMA,22.95188056470289,49.692518257006185,18429.346462338424,2.8509320691227913E-4
2019-01-17,2019,1,ZIMA,22.511706075484312,49.755400326894545,21102.00553712123,-2.091443928005967E-4
2019-01-17,2019,1,ZIMA,22.5745881453727,49.755400326894545,16909.128584989172,-1.8174417436736325E-4
2019-01-17,2019,1,ZIMA,22.63747021526106,49.755400326894545,12944.183068093831,-1.8462822305149602E-4
2019-01-17,2019,1,ZIMA,22.70035228514942,49.755400326894545,9497.077811349645,1.1621650974583071E-4
2019-01-17,2019,1,ZIMA,22.76323435503778,49.755400326894545,7338.018306262087,-1.4546127500365526E-4
2019-01-17,2019,1,ZIMA,22.82611642492617,49.755400326894545,7649.035909942136,1.4633402808630422E-5
2019-01-17,2019,1,ZIMA,22.88899849481453,49.755400326894545,10206.775000131493,3.2992515090109084E-4
2019-01-17,2019,1,ZIMA,22.95188056470289,49.755400326894545,13815.143186791509,4.828306846320629E-4
2019-01-17,2019,1,ZIMA,22.448824005595952,49.818282396782934,24375.02515396536,-1.252545241804847E-4
2019-01-17,2019,1,ZIMA,22.511706075484312,49.818282396782934,19849.835540255615,-4.8532218926478104E-5
2019-01-17,2019,1,ZIMA,22.5745881453727,49.818282396782934,15324.6907897442,7.344390000808472E-5
2019-01-17,2019,1,ZIMA,22.63747021526106,49.818282396782934,10799.652477947137,-1.3576133083351323E-4
2019-01-17,2019,1,ZIMA,22.70035228514942,49.818282396782934,6274.957499337751,-6.923543465500228E-5
2019-01-17,2019,1,ZIMA,22.76323435503778,49.818282396782934,1753.2815068670018,-2.276724150148367E-4
2019-01-17,2019,1,ZIMA,22.82611642492617,49.818282396782934,2780.1497147914556,-2.914642110555305E-4
2019-01-17,2019,1,ZIMA,22.88899849481453,49.818282396782934,7303.478454125721,2.4256231156538814E-4
2019-01-17,2019,1,ZIMA,22.95188056470289,49.818282396782934,11828.299085388724,2.0758867746242395E-4
2019-01-17,2019,1,ZIMA,22.511706075484312,49.881164466671294,20989.825761249922,4.546987025981902E-5
2019-01-17,2019,1,ZIMA,22.5745881453727,49.881164466671294,16781.21940131586,6.759169606889192E-5
2019-01-17,2019,1,ZIMA,22.63747021526106,49.881164466671294,12788.626243866709,1.3294138009449284E-5
2019-01-17,2019,1,ZIMA,22.70035228514942,49.881164466671294,9294.719263616187,8.559682547825426E-5
2019-01-17,2019,1,ZIMA,22.76323435503778,49.881164466671294,7080.813061801643,-8.82829335751012E-5
2019-01-17,2019,1,ZIMA,22.82611642492617,49.881164466671294,7401.82991645239,-8.82829335751012E-5
2019-01-17,2019,1,ZIMA,22.88899849481453,49.881164466671294,10016.954621292918,1.054913744035612E-4
2019-01-17,2019,1,ZIMA,22.95188056470289,49.881164466671294,13667.294522786284,1.3850833056494594E-4
2019-01-17,2019,1,ZIMA,22.511706075484312,49.944046536559654,24186.124345980024,2.585664824053109E-5
2019-01-17,2019,1,ZIMA,22.5745881453727,49.944046536559654,20644.897191256518,8.10907422426054E-5
2019-01-17,2019,1,ZIMA,22.63747021526106,49.944046536559654,17558.61531279627,-1.257562362942955E-4
2019-01-17,2019,1,ZIMA,22.70035228514942,49.944046536559654,15206.84867230596,-3.601290809456259E-4
2019-01-17,2019,1,ZIMA,22.76323435503778,49.944046536559654,13965.7268745795,-8.82829335751012E-5
2019-01-17,2019,1,ZIMA,22.82611642492617,49.944046536559654,14130.982137174284,-2.5016680018144873E-4
2019-01-17,2019,1,ZIMA,22.88899849481453,49.944046536559654,15658.150021630241,1.803011546144262E-4
2019-01-17,2019,1,ZIMA,22.76323435503778,50.006928606448014,20923.384311563637,-3.312385524623096E-4
2019-01-17,2019,1,ZIMA,22.82611642492617,50.006928606448014,21033.90350747949,-2.725756222245221E-4
2019-01-17,2019,1,ZIMA,22.88899849481453,50.006928606448014,22087.527205364826,1.431018611587691E-4
2019-01-17,2019,1,ZIMA,22.95188056470289,50.006928606448014,23960.162608342904,5.335085134559966E-5
2019-01-18,2019,1,ZIMA,22.5745881453727,49.881164466671294,16781.21940131586,-6.581796333193779E-5
2019-01-18,2019,1,ZIMA,22.63747021526106,49.881164466671294,12788.626243866709,-6.581796333193779E-5
2019-01-18,2019,1,ZIMA,22.5745881453727,49.944046536559654,20644.897191256518,-2.573262512904716E-5
2019-01-18,2019,1,ZIMA,22.63747021526106,49.944046536559654,17558.61531279627,3.2001316582427876E-5
2019-01-18,2019,1,ZIMA,22.63747021526106,50.006928606448014,23471.34237136039,1.1725039572356903E-4
2019-01-18,2019,1,ZIMA,22.70035228514942,50.006928606448014,21770.33732601743,6.0524584114318714E-5
2019-01-19,2019,1,ZIMA,22.63747021526106,49.629636187117825,23725.241981717474,1.5820280956176148E-5
2019-01-19,2019,1,ZIMA,22.70035228514942,49.629636187117825,22030.208053788334,-2.3877151696233522E-5
2019-01-19,2019,1,ZIMA,22.76323435503778,49.629636187117825,21186.982612109034,6.56136471661739E-5
2019-01-19,2019,1,ZIMA,22.82611642492617,49.629636187117825,21296.9836971372,4.010429313140367E-5
2019-01-19,2019,1,ZIMA,22.88899849481453,49.629636187117825,22346.13899148204,-2.438690481839172E-5
2019-01-19,2019,1,ZIMA,22.95188056470289,49.629636187117825,24212.67376305173,8.731639635135883E-5
2019-01-19,2019,1,ZIMA,22.511706075484312,49.692518257006185,24380.44159886277,6.466166676411306E-6
2019-01-19,2019,1,ZIMA,22.5745881453727,49.692518257006185,20852.434177790594,1.4373018547940555E-4
2019-01-19,2019,1,ZIMA,22.63747021526106,49.692518257006185,17784.949306814375,1.506772532593459E-4
2019-01-19,2019,1,ZIMA,22.70035228514942,49.692518257006185,15454.682860452718,1.0153387279068515E-4
2019-01-19,2019,1,ZIMA,22.76323435503778,49.692518257006185,14228.57446548418,1.2396283251450262E-4
2019-01-19,2019,1,ZIMA,22.82611642492617,49.692518257006185,14391.650059344433,1.7786212265491486E-4
2019-01-19,2019,1,ZIMA,22.88899849481453,49.692518257006185,15901.22733988901,6.274787940215399E-5
2019-01-19,2019,1,ZIMA,22.95188056470289,49.692518257006185,18429.346462338424,1.470626688227731E-4
2019-01-19,2019,1,ZIMA,23.01476263459125,49.692518257006185,21621.63216892866,1.5019354759715497E-4
2019-01-19,2019,1,ZIMA,22.511706075484312,49.755400326894545,21102.00553712123,-4.7549638111377135E-5
2019-01-19,2019,1,ZIMA,22.5745881453727,49.755400326894545,16909.128584989172,2.422891254946089E-4
2019-01-19,2019,1,ZIMA,22.63747021526106,49.755400326894545,12944.183068093831,1.6143173612852578E-4
2019-01-19,2019,1,ZIMA,22.70035228514942,49.755400326894545,9497.077811349645,2.0538692479021847E-4
