Data,Rok,Miesiac,Sezon,Lon,Lat,odleglosc_m,SO2_column_number_density
2019-02-25,2019,2,ZIMA,22.73186826464449,49.57025589272891,24247.479926624357,2.8473329740451173E-4
2019-02-25,2019,2,ZIMA,22.794750334532857,49.57025589272891,23542.667354087043,6.520677015841611E-4
2019-02-25,2019,2,ZIMA,22.857632404421224,49.57025589272891,23701.716314927882,0.0018004906509969147
2019-02-25,2019,2,ZIMA,22.92051447430959,49.57025589272891,24707.950355679503,4.3194102552739224E-4
2019-02-25,2019,2,ZIMA,22.794750334532857,49.63313796261727,16567.348017909964,7.119699693532105E-4
2019-02-25,2019,2,ZIMA,22.857632404421224,49.63313796261727,16792.305563771337,0.002125431372650926
2019-02-25,2019,2,ZIMA,22.92051447430959,49.63313796261727,18183.243881269947,0.002257854957306115
2019-02-25,2019,2,ZIMA,22.98339654419796,49.63313796261727,20504.23508264184,0.0020609356465809397
2019-02-25,2019,2,ZIMA,23.046278614086322,49.63313796261727,23481.087659430355,0.0012330788702208482
2019-02-25,2019,2,ZIMA,22.543222054979392,49.69602003250564,21759.12626022996,0.0034734419572507915
2019-02-25,2019,2,ZIMA,22.668986194756126,49.69602003250564,14170.71047156264,0.0013954129985841678
2019-02-25,2019,2,ZIMA,22.794750334532857,49.69602003250564,9618.968663516293,-6.892407558201591E-4
2019-02-25,2019,2,ZIMA,22.857632404421224,49.69602003250564,10000.969786525471,8.978343776629617E-4
2019-02-25,2019,2,ZIMA,22.92051447430959,49.69602003250564,12190.390638070834,7.751415892869985E-4
2019-02-25,2019,2,ZIMA,22.98339654419796,49.69602003250564,15436.431266160615,-8.921854828258663E-7
2019-02-25,2019,2,ZIMA,23.046278614086322,49.69602003250564,19210.744729072256,0.002190794967383005
2019-02-25,2019,2,ZIMA,23.10916068397469,49.69602003250564,23257.54531041787,0.0016546768683393454
2019-02-25,2019,2,ZIMA,22.480339985091025,49.758902102394,24218.86394768968,0.002130956100499054
2019-02-25,2019,2,ZIMA,22.543222054979392,49.758902102394,19719.19497998909,0.0022677110892096865
2019-02-25,2019,2,ZIMA,22.668986194756126,49.758902102394,10795.739629674106,0.0013954129411092105
2019-02-25,2019,2,ZIMA,22.73186826464449,49.758902102394,6477.364608232152,9.08457485513919E-4
2019-02-25,2019,2,ZIMA,22.794750334532857,49.758902102394,2898.793415115452,-7.154863007431898E-4
2019-02-25,2019,2,ZIMA,22.857632404421224,49.758902102394,3986.0002559868417,-7.154863040408964E-4
2019-02-25,2019,2,ZIMA,22.92051447430959,49.758902102394,8025.701311788736,1.836187692349227E-4
2019-02-25,2019,2,ZIMA,22.98339654419796,49.758902102394,12408.62720625713,7.306137401518748E-5
2019-02-25,2019,2,ZIMA,23.046278614086322,49.758902102394,16869.338095249284,0.0027551546279353644
2019-02-25,2019,2,ZIMA,23.10916068397469,49.758902102394,21359.15270679777,0.0027551546463451884
2019-02-25,2019,2,ZIMA,22.480339985091025,49.82178417228238,24485.05312281081,-5.558895275116581E-4
2019-02-25,2019,2,ZIMA,22.543222054979392,49.82178417228238,20051.60575327448,0.001383876833869672
2019-02-25,2019,2,ZIMA,22.60610412486776,49.82178417228238,15671.665293476939,5.833983191391428E-4
2019-02-25,2019,2,ZIMA,22.668986194756126,49.82178417228238,11407.039042674794,2.7086291083832203E-5
2019-02-25,2019,2,ZIMA,22.73186826464449,49.82178417228238,7458.239001922648,0.0017679467593029424
2019-02-25,2019,2,ZIMA,22.794750334532857,49.82178417228238,4702.716799262997,0.0017679467593713979
2019-02-25,2019,2,ZIMA,22.60610412486776,49.88466624217074,18890.758126158304,-1.598118502186576E-4
2019-02-25,2019,2,ZIMA,22.668986194756126,49.88466624217074,15541.237084106444,0.0019053024544599276
2019-02-25,2019,2,ZIMA,22.73186826464449,49.88466624217074,12927.939498429201,7.109299435356513E-4
2019-02-25,2019,2,ZIMA,22.794750334532857,49.88466624217074,11561.37487509842,-2.2043513397644032E-4
2019-02-25,2019,2,ZIMA,22.857632404421224,49.88466624217074,11879.864226783786,-5.182386153307977E-4
2019-02-25,2019,2,ZIMA,22.60610412486776,49.94754831205911,23789.93073825914,0.0024327287706350695
2019-02-25,2019,2,ZIMA,22.668986194756126,49.94754831205911,21231.583181349688,0.00243272866535504
2019-02-25,2019,2,ZIMA,22.73186826464449,49.94754831205911,19403.05298248852,-1.0781274006908107E-4
