Data,Rok,Miesiac,Sezon,Lon,Lat,odleglosc_m,CH4_column_volume_mixing_ratio_dry_air
2019-02-16,2019,2,ZIMA,21.21919681182424,49.692518257006185,23895.66967363113,1830.7552854658018
2019-02-16,2019,2,ZIMA,21.282078881712607,49.692518257006185,19525.54453599175,1831.4379241079348
2019-02-16,2019,2,ZIMA,21.344960951600974,49.692518257006185,15251.76907873794,1832.2030219290018
2019-02-16,2019,2,ZIMA,21.21919681182424,49.755400326894545,23207.999613672135,1824.490234374996
2019-02-16,2019,2,ZIMA,21.282078881712607,49.755400326894545,18684.21940975176,1824.4902462990879
2019-02-16,2019,2,ZIMA,21.21919681182424,49.818282396782934,24577.487460934408,1829.4072711021654
2019-02-16,2019,2,ZIMA,21.282078881712607,49.818282396782934,20366.31622524142,1829.6003641396064
2019-02-16,2019,2,ZIMA,21.65937130104281,49.818282396782934,11857.59142240438,1814.8199462889954
2019-02-16,2019,2,ZIMA,21.722253370931178,49.818282396782934,15442.600362075522,1814.819946289023
2019-02-16,2019,2,ZIMA,21.785135440819545,49.818282396782934,19425.88484160653,1808.1666243566685
2019-02-16,2019,2,ZIMA,21.848017510707912,49.818282396782934,23606.686341769077,1806.2220462712069
2019-02-16,2019,2,ZIMA,21.282078881712607,49.881164466671294,24048.095172287212,1807.5368109703459
2019-02-16,2019,2,ZIMA,21.344960951600974,49.881164466671294,20742.628821288225,1808.1481958698266
2019-02-16,2019,2,ZIMA,21.40784302148934,49.881164466671294,17976.899936554684,1810.5955070542252
2019-02-16,2019,2,ZIMA,21.47072509137771,49.881164466671294,16032.70834001543,1811.6473523495583
2019-02-16,2019,2,ZIMA,21.533607161266076,49.881164466671294,15228.031603366886,1811.6607180757471
2019-02-16,2019,2,ZIMA,21.596489231154443,49.881164466671294,15738.629043336648,1817.5358000360143
2019-02-16,2019,2,ZIMA,21.65937130104281,49.881164466671294,17449.4214733868,1826.7787945657033
2019-02-16,2019,2,ZIMA,21.722253370931178,49.881164466671294,20055.589825846124,1826.802959805798
2019-02-16,2019,2,ZIMA,21.40784302148934,49.944046536559654,24183.991904882754,1807.3239059617433
2019-02-16,2019,2,ZIMA,21.47072509137771,49.944046536559654,22777.844469407588,1811.5021972656912
2019-02-16,2019,2,ZIMA,21.533607161266076,49.944046536559654,22219.542705447537,1811.5021972656912
2019-02-16,2019,2,ZIMA,21.596489231154443,49.944046536559654,22572.085474494408,1817.6378998036057
2019-02-16,2019,2,ZIMA,21.65937130104281,49.944046536559654,23795.023266602493,1820.6288706826379
2019-02-17,2019,2,ZIMA,21.596489231154443,49.566754117229465,20156.42690811854,1790.6507894508975
2019-02-17,2019,2,ZIMA,21.282078881712607,49.629636187117825,22610.27178580714,1800.486695391479
2019-02-17,2019,2,ZIMA,21.344960951600974,49.629636187117825,19036.868660656106,1799.640306070249
2019-02-17,2019,2,ZIMA,21.40784302148934,49.629636187117825,15961.180576621631,1788.7930900201166
2019-02-17,2019,2,ZIMA,21.596489231154443,49.629636187117825,13375.479147316373,1790.6507640373459
2019-02-17,2019,2,ZIMA,21.65937130104281,49.629636187117825,15361.502310769192,1790.650759193099
2019-02-17,2019,2,ZIMA,21.21919681182424,49.692518257006185,23895.66967363113,1814.4428946517628
2019-02-17,2019,2,ZIMA,21.282078881712607,49.692518257006185,19525.54453599175,1807.3675626321876
2019-02-17,2019,2,ZIMA,21.344960951600974,49.692518257006185,15251.76907873794,1794.3048681538064
2019-02-17,2019,2,ZIMA,21.40784302148934,49.692518257006185,11185.341108261518,1789.933943708912
2019-02-17,2019,2,ZIMA,21.47072509137771,49.692518257006185,7663.757601832984,1784.9586295274405
2019-02-17,2019,2,ZIMA,21.533607161266076,49.692518257006185,5786.230854243227,1781.4847676414686
2019-02-17,2019,2,ZIMA,21.596489231154443,49.692518257006185,7025.2051414353,1785.9913330077502
2019-02-17,2019,2,ZIMA,21.65937130104281,49.692518257006185,10312.733480467627,1785.9913319155194
2019-02-17,2019,2,ZIMA,21.21919681182424,49.755400326894545,23207.999613672135,1811.223271175572
2019-02-17,2019,2,ZIMA,21.282078881712607,49.755400326894545,18684.21940975176,1807.3959931230163
2019-02-17,2019,2,ZIMA,21.344960951600974,49.755400326894545,14165.503092899078,1791.45446059898
2019-02-17,2019,2,ZIMA,21.40784302148934,49.755400326894545,9658.965733213563,1793.5824228017732
2019-02-17,2019,2,ZIMA,21.47072509137771,49.755400326894545,5196.398182759731,1797.6826171875584
2019-02-17,2019,2,ZIMA,21.533607161266076,49.755400326894545,1335.0423608926665,1800.3914773463957
2019-02-17,2019,2,ZIMA,21.596489231154443,49.755400326894545,4199.400112876457,1800.8086551069896
2019-02-17,2019,2,ZIMA,21.65937130104281,49.755400326894545,8634.838702191684,1814.4110045477971
2019-02-17,2019,2,ZIMA,21.722253370931178,49.755400326894545,13136.160961810325,1821.8078916638751
2019-02-17,2019,2,ZIMA,21.785135440819545,49.755400326894545,17653.037931119685,1800.0010999210783
2019-02-17,2019,2,ZIMA,21.848017510707912,49.755400326894545,22175.964734746,1812.1256964726667
2019-02-17,2019,2,ZIMA,21.21919681182424,49.818282396782934,24577.487460934408,1793.702786952712
2019-02-17,2019,2,ZIMA,21.282078881712607,49.818282396782934,20366.31622524142,1793.7751440157538
2019-02-17,2019,2,ZIMA,21.344960951600974,49.818282396782934,16326.061850753464,1791.4063988218413
2019-02-17,2019,2,ZIMA,21.40784302148934,49.818282396782934,12621.94090962065,1794.066374105642
