Data,Rok,Miesiac,Sezon,Lon,Lat,odleglosc_m,tropospheric_NO2_column_number_density
2018-06-29,2018,6,LATO,16.09773494687093,51.51960005926827,24853.46736948531,2.6787110658548405E-5
2018-06-29,2018,6,LATO,16.160617016759318,51.51960005926827,24089.66059418917,2.0458471010871496E-5
2018-06-29,2018,6,LATO,16.223499086647678,51.51960005926827,24100.810933183926,1.4095280640535396E-5
2018-06-29,2018,6,LATO,16.286381156536038,51.51960005926827,24885.876746005855,5.681742499989504E-6
2018-06-29,2018,6,LATO,15.971970807094209,51.58248212915663,22783.33565129871,3.0040772825294835E-5
2018-06-29,2018,6,LATO,16.03485287698257,51.58248212915663,20149.74601659679,2.7238627767118452E-5
2018-06-29,2018,6,LATO,16.09773494687093,51.58248212915663,18188.250375804495,2.7098613125808646E-5
2018-06-29,2018,6,LATO,16.160617016759318,51.58248212915663,17131.28397351043,3.0726898691890914E-5
2018-06-29,2018,6,LATO,16.223499086647678,51.58248212915663,17146.938204615923,2.9673778183956542E-5
2018-06-29,2018,6,LATO,16.286381156536038,51.58248212915663,18232.450498693102,3.1360405387782416E-5
2018-06-29,2018,6,LATO,16.349263226424398,51.58248212915663,20216.21296998156,3.2002004289419795E-5
2018-06-29,2018,6,LATO,16.412145296312787,51.58248212915663,22865.620234999416,2.303928176422828E-5
2018-06-29,2018,6,LATO,15.909088737205849,51.645364199045005,21921.67047305454,2.314700865217725E-5
2018-06-29,2018,6,LATO,15.971970807094209,51.645364199045005,18161.266813764694,3.4354289959051314E-5
2018-06-29,2018,6,LATO,16.03485287698257,51.645364199045005,14728.187926357006,2.9111847056254026E-5
2018-06-29,2018,6,LATO,16.09773494687093,51.645364199045005,11908.965423681759,2.4628607681474604E-5
2018-06-29,2018,6,LATO,16.160617016759318,51.645364199045005,10224.648104095155,2.5861891748033667E-5
2018-06-29,2018,6,LATO,16.223499086647678,51.645364199045005,10250.818839910464,2.3795225111142358E-5
2018-06-29,2018,6,LATO,16.286381156536038,51.645364199045005,11976.269687185757,2.004748749841172E-5
2018-06-29,2018,6,LATO,16.349263226424398,51.645364199045005,14818.867035091735,1.9937844119325134E-5
2018-06-29,2018,6,LATO,16.412145296312787,51.645364199045005,18264.244668833035,2.1602416243910932E-5
2018-06-29,2018,6,LATO,16.475027366201147,51.645364199045005,22031.395199666727,1.6652506989625025E-5
2018-06-29,2018,6,LATO,15.846206667317489,51.708246268933365,24026.683162063506,1.7871789045220786E-5
2018-06-29,2018,6,LATO,15.909088737205849,51.708246268933365,19723.048747476594,2.4441685585119866E-5
2018-06-29,2018,6,LATO,15.971970807094209,51.708246268933365,15442.772659479442,3.5071819400979336E-5
2018-06-29,2018,6,LATO,16.03485287698257,51.708246268933365,11212.642096535808,1.968687122889368E-5
2018-06-29,2018,6,LATO,16.09773494687093,51.708246268933365,7122.575720665991,2.0203748621686187E-5
2018-06-29,2018,6,LATO,16.160617016759318,51.708246268933365,3674.5786368664794,2.1317302128596575E-5
2018-06-29,2018,6,LATO,16.223499086647678,51.708246268933365,3746.6846776220136,1.2983135013446174E-5
2018-06-29,2018,6,LATO,16.286381156536038,51.708246268933365,7234.393029267898,2.784872017112224E-5
2018-06-29,2018,6,LATO,16.349263226424398,51.708246268933365,11331.325515047143,2.248714093680424E-5
2018-06-29,2018,6,LATO,16.412145296312787,51.708246268933365,15563.581140702,2.5462914645953815E-5
