Data,Rok,Miesiac,Sezon,Lon,Lat,odleglosc_m,O3_column_number_density
2019-01-01,2019,1,ZIMA,16.160617016759318,51.51609828376883,24477.790933639968,0.1439271234266713
2019-01-01,2019,1,ZIMA,16.223499086647678,51.51609828376883,24488.765390103268,0.14404504736790796
2019-01-01,2019,1,ZIMA,15.971970807094209,51.57898035365719,23075.89277782775,0.14461823659602543
2019-01-01,2019,1,ZIMA,16.03485287698257,51.57898035365719,20479.746622611747,0.14470233634247132
2019-01-01,2019,1,ZIMA,16.09773494687093,51.57898035365719,18553.016752697604,0.1441088744198591
2019-01-01,2019,1,ZIMA,16.160617016759318,51.57898035365719,17517.990736100623,0.14358698206820092
2019-01-01,2019,1,ZIMA,16.223499086647678,51.57898035365719,17533.300884599572,0.14272465300739554
2019-01-01,2019,1,ZIMA,16.286381156536038,51.57898035365719,18596.35323945077,0.1441561480082316
2019-01-01,2019,1,ZIMA,16.349263226424398,51.57898035365719,20545.151013608243,0.14420547749750456
2019-01-01,2019,1,ZIMA,16.412145296312787,51.57898035365719,23157.1440688789,0.14420969436830372
2019-01-01,2019,1,ZIMA,15.909088737205849,51.64186242354555,22102.853277965627,0.14341352969529159
2019-01-01,2019,1,ZIMA,15.971970807094209,51.64186242354555,18379.24073992291,0.1439933240846665
2019-01-01,2019,1,ZIMA,16.03485287698257,51.64186242354555,14995.85628726125,0.14480495828938605
2019-01-01,2019,1,ZIMA,16.09773494687093,51.64186242354555,12238.213372860684,0.14490487921211803
2019-01-01,2019,1,ZIMA,16.160617016759318,51.64186242354555,10606.175987524979,0.14502003534532706
2019-01-01,2019,1,ZIMA,16.223499086647678,51.64186242354555,10631.409520385201,0.1445209353111565
2019-01-01,2019,1,ZIMA,16.286381156536038,51.64186242354555,12303.721728513206,0.14471025299889848
2019-01-01,2019,1,ZIMA,16.349263226424398,51.64186242354555,15084.93329684267,0.14508414758015425
2019-01-01,2019,1,ZIMA,16.412145296312787,51.64186242354555,18481.011878425914,0.14552244738454032
2019-01-01,2019,1,ZIMA,16.475027366201147,51.64186242354555,22211.691350422672,0.14489547908306122
2019-01-01,2019,1,ZIMA,15.846206667317489,51.70474449343391,24079.468828692123,0.1438472718000412
2019-01-01,2019,1,ZIMA,15.909088737205849,51.70474449343391,19786.950956389974,0.14444367963201105
