Data,Rok,Miesiac,Sezon,lon_pomiaru,lat_pomiaru,odleglosc_m,CO_column_number_density,tropospheric_HCHO_column_number_density,CH4_column_volume_mixing_ratio_dry_air,SO2_column_number_density,tropospheric_NO2_column_number_density,O3_column_number_density,miejsce,temperature_2m_mean,temperature_2m_min,temperature_2m_max,dewpoint_temperature_2m_mean,dewpoint_temperature_2m_min,dewpoint_temperature_2m_max,wilgotnosc_wzgledna_mean,wilgotnosc_wzgledna_min,wilgotnosc_wzgledna_max,predkosc_wiatru_mean,predkosc_wiatru_min,predkosc_wiatru_max,surface_pressure_mean,surface_pressure_min,surface_pressure_max,total_precipitation_hourly_sum,kierunek_wiatru_sredni,folder
2019-02-08,2019,2,ZIMA,16.44366127580784,52.14491898265248,12169.499302779775,,,1840.7316894531923,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.44366127580784,52.207801052540844,17036.811638796542,,,1836.120361328192,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.44366127580784,52.270683122429205,23028.853912628765,,,1830.67693344502,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.50654334569621,51.956272772987376,15481.68626605836,,,1816.0108495837812,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.50654334569621,52.019154842875736,9391.421001320708,,,1832.8787814978784,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.50654334569621,52.08203691276413,5884.256348812989,,,1831.107595471764,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.50654334569621,52.14491898265248,8886.083115253117,,,1839.683520659503,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.50654334569621,52.207801052540844,14873.340369517426,,,1836.66556877288,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.50654334569621,52.270683122429205,21479.96596956953,,,1838.9229593447008,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.569425415584575,51.893390703099016,21374.472699338046,,,1830.4315203757687,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.569425415584575,51.956272772987376,14405.656264451783,,,1819.179655138315,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.569425415584575,52.019154842875736,7488.930911025864,,,1831.2502399227496,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.569425415584575,52.08203691276413,1598.3450120359455,,,1831.317397907668,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.569425415584575,52.14491898265248,6851.123886708485,,,1833.2974070993,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.569425415584575,52.207801052540844,13756.338456242403,,,1836.077499390961,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.569425415584575,52.270683122429205,20723.288429706507,,,1838.680175781186,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.63230748547294,51.893390703099016,21493.75794692638,,,1830.4315185547543,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.63230748547294,51.956272772987376,14581.815218163092,,,1824.3339999476789,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.63230748547294,52.019154842875736,7821.978184931507,,,1825.4404733963916,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.63230748547294,52.08203691276413,2765.291405865284,,,1833.4830739738768,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.63230748547294,52.14491898265248,7212.686306196701,,,1833.6665398512228,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.63230748547294,52.207801052540844,13939.67812388028,,,1834.9376026586197,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.63230748547294,52.270683122429205,20845.27031362163,,,1838.4531825971217,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.695189555361306,51.893390703099016,22459.14957722982,,,1826.0195444693368,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.695189555361306,51.956272772987376,15968.777026869038,,,1828.826105105572,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.695189555361306,52.019154842875736,10173.32813741766,,,1825.652134261397,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.695189555361306,52.08203691276413,7064.053960969401,,,1833.4602514470996,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.695189555361306,52.14491898265248,9706.562619781287,,,1833.6556777828705,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.695189555361306,52.207801052540844,15376.918173765744,,,1828.9981841007964,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.695189555361306,52.270683122429205,21831.188280780425,,,1826.002635649443,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.758071625249674,51.893390703099016,24169.47352423502,,,1822.0031250931515,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.758071625249674,51.956272772987376,18293.183245934422,,,1823.5832578277527,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.758071625249674,52.019154842875736,13528.635711635585,,,1825.6455078124363,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.758071625249674,52.08203691276413,11371.75186636926,,,1833.452026367124,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.758071625249674,52.14491898265248,13172.75746467396,,,1830.2862082826168,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.758071625249674,52.207801052540844,17766.314066220424,,,1824.3205099810868,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.758071625249674,52.270683122429205,23572.89134460868,,,1825.7464614977068,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.82095369513804,51.956272772987376,21249.60000567141,,,1823.501951094296,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.82095369513804,52.019154842875736,17313.7347871103,,,1824.6759708103716,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.82095369513804,52.08203691276413,15681.021122959552,,,1824.9217617727952,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.82095369513804,52.14491898265248,17027.48698537705,,,1824.9012979732024,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.82095369513804,52.207801052540844,20782.00072186853,,,1819.9754217944903,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.883835765026408,52.019154842875736,21300.72257689826,,,1820.350405714451,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.883835765026408,52.08203691276413,19990.84339929854,,,1824.68124070136,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.883835765026408,52.14491898265248,21058.45611793864,,,1825.0137790031952,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.883835765026408,52.207801052540844,24190.875333557487,,,1822.343329521771,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-08,2019,2,ZIMA,16.94671783491477,52.08203691276413,24300.92208802496,,,1826.8748173738647,,,,koscian-bronsko,275.90498542785645,273.9721374511719,279.7088317871094,273.8649368286133,272.92176818847656,275.4181213378906,86.7219048546308,73.58221516829559,92.90230975461854,3.740548751345164,3.383390366285917,4.962218983185666,100736.8017578125,100492.8828125,100915.84375,2.3236436845763824e-06,216.80805032982968,koscian_bronsko
2019-02-16,2019,2,ZIMA,16.251513290643288,52.019154842875736,24494.281677202183,,,1836.59091713458,,,,koscian-bronsko,277.1006368001302,270.95947265625,284.49473571777344,273.2707055409749,269.65431213378906,277.7105407714844,77.18068606434593,59.892830446091,93.04599859564468,2.6873111458640246,1.8725269922352712,3.3823851018126,101870.61393229167,101626.6484375,102220.5546875,4.351138045421976e-07,223.75762125854993,koscian_bronsko
2019-02-16,2019,2,ZIMA,16.251513290643288,52.08203691276413,23359.745274918303,,,1836.7785271356804,,,,koscian-bronsko,277.1006368001302,270.95947265625,284.49473571777344,273.2707055409749,269.65431213378906,277.7105407714844,77.18068606434593,59.892830446091,93.04599859564468,2.6873111458640246,1.8725269922352712,3.3823851018126,101870.61393229167,101626.6484375,102220.5546875,4.351138045421976e-07,223.75762125854993,koscian_bronsko
2019-02-16,2019,2,ZIMA,16.251513290643288,52.14491898265248,24275.443234334954,,,1835.984151711104,,,,koscian-bronsko,277.1006368001302,270.95947265625,284.49473571777344,273.2707055409749,269.65431213378906,277.7105407714844,77.18068606434593,59.892830446091,93.04599859564468,2.6873111458640246,1.8725269922352712,3.3823851018126,101870.61393229167,101626.6484375,102220.5546875,4.351138045421976e-07,223.75762125854993,koscian_bronsko
2019-02-16,2019,2,ZIMA,16.314395360531655,51.956272772987376,23851.01719824786,,,1822.6931600559376,,,,koscian-bronsko,277.1006368001302,270.95947265625,284.49473571777344,273.2707055409749,269.65431213378906,277.7105407714844,77.18068606434593,59.892830446091,93.04599859564468,2.6873111458640246,1.8725269922352712,3.3823851018126,101870.61393229167,101626.6484375,102220.5546875,4.351138045421976e-07,223.75762125854993,koscian_bronsko
2019-02-16,2019,2,ZIMA,16.314395360531655,52.019154842875736,20418.78452819733,,,1837.5680370445111,,,,koscian-bronsko,277.1006368001302,270.95947265625,284.49473571777344,273.2707055409749,269.65431213378906,277.7105407714844,77.18068606434593,59.892830446091,93.04599859564468,2.6873111458640246,1.8725269922352712,3.3823851018126,101870.61393229167,101626.6484375,102220.5546875,4.351138045421976e-07,223.75762125854993,koscian_bronsko
2019-02-16,2019,2,ZIMA,16.314395360531655,52.08203691276413,19049.709089956083,,,1836.90652093062,,,,koscian-bronsko,277.1006368001302,270.95947265625,284.49473571777344,273.2707055409749,269.65431213378906,277.7105407714844,77.18068606434593,59.892830446091,93.04599859564468,2.6873111458640246,1.8725269922352712,3.3823851018126,101870.61393229167,101626.6484375,102220.5546875,4.351138045421976e-07,223.75762125854993,koscian_bronsko
