Punkt,Lon,Lat,Data,Godzina,Rok,Miesiac,Sezon,temperature_2m,dewpoint_temperature_2m,wilgotnosc_wzgledna,u_component_of_wind_10m,v_component_of_wind_10m,predkosc_wiatru,kierunek_wiatru,surface_pressure,total_precipitation_hourly
jaroslaw,22.6555,50.020028,2017-01-01,00:00,2017,1,ZIMA,270.5574645996094,264.9672088623047,65.43928270422765,3.60369873046875,1.39044189453125,3.862638114300864,201.09848166165548,99846.80859375,0.0
jaroslaw,22.6555,50.020028,2017-01-01,01:00,2017,1,ZIMA,270.28163146972656,264.8591613769531,66.23361676509606,3.5549468994140625,1.474334716796875,3.848546519766414,202.52513610915085,99801.69140625,0.0
jaroslaw,22.6555,50.020028,2017-01-01,02:00,2017,1,ZIMA,269.9123840332031,264.79112243652344,67.71860056568111,3.50177001953125,1.5942840576171875,3.847614186227644,204.47880056140377,99746.50390625,0.0
jaroslaw,22.6555,50.020028,2017-01-01,03:00,2017,1,ZIMA,269.67262268066406,264.7608642578125,68.77807234262386,3.4637603759765625,1.78912353515625,3.898538054993858,207.31754571766433,99668.73046875,0.0
jaroslaw,22.6555,50.020028,2017-01-01,04:00,2017,1,ZIMA,269.59852600097656,264.7952575683594,69.34489496850641,3.41448974609375,1.963134765625,3.9386086800017193,209.89641949590714,99623.12890625,0.0
jaroslaw,22.6555,50.020028,2017-01-01,05:00,2017,1,ZIMA,269.6819305419922,264.87896728515625,69.36439559215597,3.3920745849609375,1.9976654052734375,3.936602222902919,210.4947426370297,99568.7265625,0.0
jaroslaw,22.6555,50.020028,2017-01-01,06:00,2017,1,ZIMA,269.6953582763672,265.00732421875,69.98926554594298,3.354827880859375,1.9712677001953125,3.8911137809147553,210.43812475358413,99569.1875,0.0
jaroslaw,22.6555,50.020028,2017-01-01,07:00,2017,1,ZIMA,269.7542419433594,265.7158660888672,73.61067889763252,3.8541717529296875,2.3798065185546875,4.5296930322966125,211.69377457177197,99565.4375,1.043081283569336E-7
jaroslaw,22.6555,50.020028,2017-01-01,08:00,2017,1,ZIMA,270.2272644042969,265.99903869628906,72.63181132969662,3.5476226806640625,2.2425689697265625,4.196992050069016,212.2983269152376,99586.18359375,1.1175870895385742E-7
jaroslaw,22.6555,50.020028,2017-01-01,09:00,2017,1,ZIMA,270.9272918701172,266.217529296875,70.12994939035515,3.8225555419921875,2.4756622314453125,4.554210618298189,212.92894452399597,99537.12109375,0.0
jaroslaw,22.6555,50.020028,2017-01-01,10:00,2017,1,ZIMA,271.9659118652344,266.46246337890625,66.20554445349075,3.9160614013671875,2.530548095703125,4.662532634088972,212.87043314597096,99491.1484375,0.0
jaroslaw,22.6555,50.020028,2017-01-01,11:00,2017,1,ZIMA,272.63160705566406,266.67303466796875,64.08953366732848,3.922210693359375,2.5006561279296875,4.651560791095278,212.52007411253408,99407.359375,-7.450580596923828E-9
jaroslaw,22.6555,50.020028,2017-01-01,12:00,2017,1,ZIMA,272.81700134277344,266.8221435546875,63.956010017512156,3.755645751953125,2.364013671875,4.437728659458065,212.1886084587642,99349.11328125,0.0
jaroslaw,22.6555,50.020028,2017-01-01,13:00,2017,1,ZIMA,272.3838653564453,267.0350646972656,67.08841500621106,3.272186279296875,2.106414794921875,3.8915532033732356,212.77072686622753,99323.53515625,0.0
jaroslaw,22.6555,50.020028,2017-01-01,14:00,2017,1,ZIMA,271.5605010986328,266.74778747558594,69.71078871442892,3.3074951171875,2.24090576171875,3.9951448763622386,214.1185639898321,99288.54296875,0.0
jaroslaw,22.6555,50.020028,2017-01-01,15:00,2017,1,ZIMA,270.2982635498047,266.33094787597656,74.11700021892756,3.212310791015625,2.387847900390625,4.002593935621667,216.62499945308696,99286.46875,8.672474791637796E-7
jaroslaw,22.6555,50.020028,2017-01-01,16:00,2017,1,ZIMA,269.9315643310547,266.0670928955078,74.63701868615111,3.2368316650390625,2.6023712158203125,4.153241525932442,218.79883606902533,99255.32421875,0.0
jaroslaw,22.6555,50.020028,2017-01-01,17:00,2017,1,ZIMA,269.4862518310547,265.8415832519531,75.83027547377135,3.2457275390625,2.708871841430664,4.227615629539264,219.84824672888615,99236.38671875,0.0
jaroslaw,22.6555,50.020028,2017-01-01,18:00,2017,1,ZIMA,269.43255615234375,265.72743225097656,75.46801813928023,3.250091552734375,2.7850074768066406,4.280112352149676,220.59331319016798,99228.37109375,0.0
jaroslaw,22.6555,50.020028,2017-01-01,19:00,2017,1,ZIMA,269.30320739746094,264.87060546875,71.30982227065307,3.43994140625,3.225444793701172,4.715579603362372,223.1568193529762,99190.1953125,4.2021281387860654E-7
jaroslaw,22.6555,50.020028,2017-01-01,20:00,2017,1,ZIMA,269.29444885253906,264.81126403808594,71.0281603268951,3.5449981689453125,3.3722286224365234,4.892743391984271,223.56923757618895,99164.8984375,0.0
jaroslaw,22.6555,50.020028,2017-01-01,21:00,2017,1,ZIMA,269.21238708496094,264.8063049316406,71.43852713431866,3.6800384521484375,3.3641958236694336,4.9860301392275925,222.43274617143965,99119.18359375,1.546709427202586E-10
jaroslaw,22.6555,50.020028,2017-01-01,22:00,2017,1,ZIMA,269.2170104980469,264.8590087890625,71.70701627062083,3.7661590576171875,3.257417678833008,4.979430086028501,220.8571084728313,99087.296875,0.0
jaroslaw,22.6555,50.020028,2017-01-01,23:00,2017,1,ZIMA,269.22438049316406,264.95631408691406,72.21133423760946,3.72357177734375,3.1432743072509766,4.872900589141441,220.1695749228363,99060.7265625,5.960464477539063E-8
jaroslaw,22.6555,50.020028,2017-01-02,00:00,2017,1,ZIMA,269.15789794921875,265.09181213378906,73.33932628602993,3.633270263671875,3.1087026596069336,4.781703152092309,220.55099385007662,99007.0703125,5.958253268545377E-8
