Punkt,Lon,Lat,Data,Godzina,Rok,Miesiac,Sezon,temperature_2m,dewpoint_temperature_2m,wilgotnosc_wzgledna,u_component_of_wind_10m,v_component_of_wind_10m,predkosc_wiatru,kierunek_wiatru,surface_pressure,total_precipitation_hourly
mackowice,22.709083,49.859083,2017-01-01,00:00,2017,1,ZIMA,270.2234802246094,264.6351776123047,65.37110168565547,3.70428466796875,1.72052001953125,4.0843498918378875,204.91333902442128,99392.80859375,0.0
mackowice,22.709083,49.859083,2017-01-01,01:00,2017,1,ZIMA,269.98085021972656,264.6755676269531,66.77110037886932,3.6682281494140625,1.793670654296875,4.083277136350103,206.05746202998728,99346.69140625,0.0
mackowice,22.709083,49.859083,2017-01-01,02:00,2017,1,ZIMA,269.6291809082031,264.72862243652344,68.82860154927455,3.61993408203125,1.8852996826171875,4.081455334991172,207.5109735623861,99291.50390625,0.0
mackowice,22.709083,49.859083,2017-01-01,03:00,2017,1,ZIMA,269.42652893066406,264.8057861328125,70.29961335286062,3.5955963134765625,2.05767822265625,4.142746977245899,209.78152722120097,99214.73046875,0.0
mackowice,22.709083,49.859083,2017-01-01,04:00,2017,1,ZIMA,269.37977600097656,264.9280700683594,71.21963135731048,3.55316162109375,2.243408203125,4.202123019553581,212.26764519858978,99170.12890625,7.82310962677002E-8
mackowice,22.709083,49.859083,2017-01-01,05:00,2017,1,ZIMA,269.4885711669922,265.06451416015625,71.39483737105752,3.5502777099609375,2.3052825927734375,4.233060317357845,212.99665455031757,99112.7265625,7.82310962677002E-8
mackowice,22.709083,49.859083,2017-01-01,06:00,2017,1,ZIMA,269.5137176513672,265.20654296875,72.04998817475301,3.533538818359375,2.2827911376953125,4.2067840399993,212.86389079522948,99110.1875,7.450580596923828E-8
mackowice,22.709083,49.859083,2017-01-01,07:00,2017,1,ZIMA,269.5354919433594,265.8428192138672,75.5589142857624,4.1031951904296875,2.7108612060546875,4.9178226126262015,213.45157459682557,99106.4375,8.121132850646973E-7
mackowice,22.709083,49.859083,2017-01-01,08:00,2017,1,ZIMA,270.0729675292969,266.08888244628906,73.97947001459654,3.7224273681640625,2.5081939697265625,4.488596941253416,213.9723269609914,99126.18359375,1.862645149230957E-7
mackowice,22.709083,49.859083,2017-01-01,09:00,2017,1,ZIMA,270.8276824951172,266.301513671875,71.10527840425476,4.0012664794921875,2.7364044189453125,4.847477961159931,214.3676221508231,99077.12109375,7.450580596923828E-8
mackowice,22.709083,49.859083,2017-01-01,10:00,2017,1,ZIMA,271.7764587402344,266.53472900390625,67.50411605815081,4.0947723388671875,2.770782470703125,4.9441274262611365,214.08477265781292,99036.1484375,0.0
mackowice,22.709083,49.859083,2017-01-01,11:00,2017,1,ZIMA,272.36207580566406,266.71014404296875,65.54734744549168,4.083343505859375,2.7643280029296875,4.93104486844575,214.09708089932883,98952.359375,0.0
mackowice,22.709083,49.859083,2017-01-01,12:00,2017,1,ZIMA,272.51426696777344,266.8182373046875,65.36184137366709,3.924591064453125,2.623779296875,4.720872040406855,213.76464635079404,98893.11328125,0.0
mackowice,22.709083,49.859083,2017-01-01,13:00,2017,1,ZIMA,272.0772247314453,266.9706115722656,68.27188571378788,3.513397216796875,2.345672607421875,4.224469195556451,213.7285243764237,98866.53515625,0.0
mackowice,22.709083,49.859083,2017-01-01,14:00,2017,1,ZIMA,271.2792510986328,266.64817810058594,70.62764477252067,3.5272216796875,2.46942138671875,4.305732778847459,214.99601241185147,98831.54296875,-7.450580596923828E-9
mackowice,22.709083,49.859083,2017-01-01,15:00,2017,1,ZIMA,270.0756072998047,266.25086975097656,74.89172306727465,3.455474853515625,2.585113525390625,4.315451123861371,216.80093623215254,98830.46875,8.672474791637796E-7
mackowice,22.709083,49.859083,2017-01-01,16:00,2017,1,ZIMA,269.7108612060547,266.0260772705078,75.63606085005453,3.4741363525390625,2.8152618408203125,4.471612978379546,219.01953404376718,98798.32421875,0.0
mackowice,22.709083,49.859083,2017-01-01,17:00,2017,1,ZIMA,269.3417205810547,265.8279113769531,76.5737813173593,3.4786376953125,2.943246841430664,4.556711773290104,220.2342866666894,98779.38671875,0.0
mackowice,22.709083,49.859083,2017-01-01,18:00,2017,1,ZIMA,269.34857177734375,265.72547912597656,75.93225803320918,3.482513427734375,3.0193824768066406,4.609183259059812,220.92569499116505,98770.37109375,0.0
mackowice,22.709083,49.859083,2017-01-01,19:00,2017,1,ZIMA,269.23094177246094,264.89208984375,71.8166225368545,3.703125,3.515483856201172,5.106051459673713,223.51098385701079,98734.1953125,4.2021281387860654E-7
mackowice,22.709083,49.859083,2017-01-01,20:00,2017,1,ZIMA,269.17921447753906,264.81712341308594,71.6766099021192,3.7979278564453125,3.6661739349365234,5.278739179384718,223.9887383697858,98709.8984375,0.0
mackowice,22.709083,49.859083,2017-01-01,21:00,2017,1,ZIMA,269.07566833496094,264.7984924316406,72.13068544911357,3.9144134521484375,3.6718130111694336,5.367014390082608,223.16835866592675,98663.18359375,1.546709427202586E-10
